theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Jean Bodin,State Sovereignty (International Law),,Sovereignty is the state's absolute perpetual supreme power,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),16C,DB,high
Jean Bodin,Indivisible Sovereignty,,Supreme power cannot be divided and remain sovereign,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),16C,Knowledge,high
Jean Bodin,Sovereignty and Natural Law Limits,,Sovereign is bound only by divine and natural law,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),16C,Knowledge,med
B.S. Chimni,Third World Approaches to International Law (TWAIL),,International law historically entrenches imperial and Northern dominance,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),2000s,DB,high
B.S. Chimni,International Institutions as Imperialism,,Global institutions reproduce neo-colonial economic subordination of South,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),2000s,Knowledge,high
B.S. Chimni,Global State Formation,,An emerging imperial global state serves transnational capital,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),2000s,Knowledge,med
Friedrich Carl von Savigny,Historical School of Law,,Law grows organically from a people's spirit,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,DB,high
Friedrich Carl von Savigny,Volksgeist (Spirit of the People),Volksgeist,Law expresses the unique spirit of each nation,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,high
Friedrich Carl von Savigny,Law as Organic Growth,,Law develops gradually like language and custom,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,high
Friedrich Carl von Savigny,Critique of Codification,,Premature codification freezes living evolving customary law,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,med
Sir Henry Maine,Legal Evolutionism,,Legal systems evolve through identifiable historical stages,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,DB,high
Sir Henry Maine,From Status to Contract,,Progressive societies move from status to contract,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,high
Sir Henry Maine,Legal Fictions Equity Legislation,,Law adapts through fictions then equity then legislation,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,high
Sir Henry Maine,Comparative Historical Jurisprudence,,Compares ancient legal systems to trace legal development,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,19C,Knowledge,med
Morton J. Horwitz,Critical Legal History,,Legal change served emerging commercial and class interests,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,1970s,DB,high
Morton J. Horwitz,Transformation of American Law,,Nineteenth-century law was remade to subsidize economic development,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,1970s,Knowledge,high
Morton J. Horwitz,Instrumental Conception of Law,,Judges treated law as a tool for policy,LAW,Legal History & Historical Jurisprudence,A. Historical Jurisprudence & Legal Evolution,1970s,Knowledge,med
Gordon Tullock,Public Choice Theory (Legal),,Apply economic self-interest analysis to political and legal actors,LAW,Law and Economics,A. Foundational Law & Economics (Coase/Efficiency),20C,DB,high
Gordon Tullock,Rent-Seeking,,Competing for transfers wastes resources without creating value,LAW,Law and Economics,A. Foundational Law & Economics (Coase/Efficiency),1960s,Knowledge,high
Gordon Tullock,The Calculus of Consent,,Constitutional rules balance decision and external costs,LAW,Law and Economics,A. Foundational Law & Economics (Coase/Efficiency),1960s,Knowledge,high
Gordon Tullock,Logrolling and Vote Trading,,Legislators trade votes to pass concentrated-benefit policies,LAW,Law and Economics,A. Foundational Law & Economics (Coase/Efficiency),1960s,Knowledge,med
Kai Erikson,Deviance and Social Control (Legal),,Communities define deviance to mark moral boundaries,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1960s,DB,high
Kai Erikson,Wayward Puritans,,Puritan deviance episodes reaffirmed the community's moral boundaries,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1960s,Knowledge,high
Kai Erikson,Boundary-Maintaining Function of Deviance,,Punishing deviance clarifies and reinforces collective norms,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1960s,Knowledge,high
John Griffiths,Legal Pluralism (Sociological),,Law exists in multiple coexisting non-state normative orders,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1980s,DB,high
John Griffiths,Strong vs Weak Legal Pluralism,,Strong pluralism rejects the state's exclusive legal claim,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1980s,Knowledge,high
John Griffiths,Ideology of Legal Centralism,,The myth that only state law is law,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1980s,Knowledge,med
Lawrence M. Friedman,Legal Culture Theory,,Public attitudes and demands shape how law operates,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1970s,DB,high
Lawrence M. Friedman,Internal vs External Legal Culture,,Lawyers' culture differs from the wider public's,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1970s,Knowledge,high
Lawrence M. Friedman,Law as a Mirror of Society,,Law reflects the society that produces it,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1970s,Knowledge,high
Lawrence M. Friedman,Total Justice,,Modern society expects compensation and recourse for harms,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",1980s,Knowledge,med
Gary L. Wells,Behavioral Legal Psychology,,Psychology reveals systemic errors in eyewitness evidence,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,1990s,DB,high
Gary L. Wells,System vs Estimator Variables,,Justice can control system not estimator eyewitness factors,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,1970s,Knowledge,high
Gary L. Wells,Eyewitness Lineup Reform,,Sequential double-blind lineups reduce mistaken eyewitness identifications,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,1990s,Knowledge,high
Gary L. Wells,Post-Identification Feedback Effect,,Confirming feedback inflates witnesses' confidence in identifications,LAW,"Law, Psychology, Neuroscience & Emotion",A. Legal & Forensic Psychology,1990s,Knowledge,med
Robert Bork,Originalism (Constitutional),,Constitution means what its framers originally understood,LAW,Constitutional Theory & Public Law,B. Constitutional Interpretation (Originalism/Textualism/Living),1980s,DB,high
Robert Bork,Original Understanding,,Judges should apply the framers' original intent,LAW,Constitutional Theory & Public Law,B. Constitutional Interpretation (Originalism/Textualism/Living),1980s,Knowledge,high
Robert Bork,Neutral Principles,,Judicial decisions must rest on principled neutral grounds,LAW,Constitutional Theory & Public Law,B. Constitutional Interpretation (Originalism/Textualism/Living),1970s,Knowledge,high
Robert Bork,Antitrust Consumer Welfare Standard,,Antitrust should maximize consumer welfare not protect competitors,LAW,Constitutional Theory & Public Law,B. Constitutional Interpretation (Originalism/Textualism/Living),1970s,Knowledge,med
Kenneth Culp Davis,Agency Discretion Theory (Administrative Law),,Administrative discretion must be confined structured and checked,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,20C,DB,high
Kenneth Culp Davis,Confining Structuring Checking Discretion,,Three techniques control unjust administrative discretionary power,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,20C,Knowledge,high
Kenneth Culp Davis,Rulemaking to Limit Discretion,,Agencies should issue rules to constrain arbitrary discretion,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,20C,Knowledge,med
Cesare Beccaria,Deterrence Theory (Criminal Law),,Punishment certainty deters crime better than severity,LAW,"Criminal Law, Punishment & Restorative Justice",A. Punishment Theory (Retribution/Deterrence/Rehabilitation),18C,DB,high
Cesare Beccaria,Certainty Celerity Severity,,Swift certain moderate punishment most effectively prevents crime,LAW,"Criminal Law, Punishment & Restorative Justice",A. Punishment Theory (Retribution/Deterrence/Rehabilitation),18C,Knowledge,high
Cesare Beccaria,Proportionality of Punishment,,Punishment should match the harm of the crime,LAW,"Criminal Law, Punishment & Restorative Justice",A. Punishment Theory (Retribution/Deterrence/Rehabilitation),18C,Knowledge,high
Cesare Beccaria,Abolition of the Death Penalty,,Capital punishment is unjust and ineffective at deterrence,LAW,"Criminal Law, Punishment & Restorative Justice",A. Punishment Theory (Retribution/Deterrence/Rehabilitation),18C,Knowledge,high
Ernest Weinrib,Corrective Justice (Tort Law),,Tort law restores the wrongful loss between parties,LAW,"Private Law (Torts, Contracts, Property)",A. Tort Theory (Corrective/Distributive Justice),1990s,DB,high
Ernest Weinrib,Formalism in Private Law,,Private law is intelligible through its own internal structure,LAW,"Private Law (Torts, Contracts, Property)",A. Tort Theory (Corrective/Distributive Justice),1990s,Knowledge,high
Ernest Weinrib,Law as Internally Intelligible,,Law's purpose is internal not external to itself,LAW,"Private Law (Torts, Contracts, Property)",A. Tort Theory (Corrective/Distributive Justice),1990s,Knowledge,high
Ernest Weinrib,Kantian Right and Bipolarity,,Corrective justice links doer and sufferer as correlatives,LAW,"Private Law (Torts, Contracts, Property)",A. Tort Theory (Corrective/Distributive Justice),1990s,Knowledge,med
Garrett Hardin,Tragedy of the Commons (Legal),,Shared open resources get overused and degraded inevitably,LAW,"Private Law (Torts, Contracts, Property)",C. Property Theory & The Commons,1960s,DB,high
Garrett Hardin,Mutual Coercion Mutually Agreed,,Coordinated restraint solves commons overexploitation problems,LAW,"Private Law (Torts, Contracts, Property)",C. Property Theory & The Commons,1960s,Knowledge,high
Garrett Hardin,Freedom in a Commons Brings Ruin,,Individual freedom in shared resources leads to collective ruin,LAW,"Private Law (Torts, Contracts, Property)",C. Property Theory & The Commons,1960s,Knowledge,high
Willard Hurst,Law and Society in History,,Law historically released private energies for economic growth,LAW,Legal History & Historical Jurisprudence,B. Legal Exceptionalism & Law-in-History,20C,DB,high
Willard Hurst,Release of Energy,,Nineteenth-century law freed private enterprise to develop resources,LAW,Legal History & Historical Jurisprudence,B. Legal Exceptionalism & Law-in-History,20C,Knowledge,high
Willard Hurst,Bottom-Up Legal History,,Study law through ordinary economic life not appellate cases,LAW,Legal History & Historical Jurisprudence,B. Legal Exceptionalism & Law-in-History,20C,Knowledge,med
Christopher D. Stone,Ecocentric Legal Theory,,Natural objects should hold legal standing and rights,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1970s,DB,high
Christopher D. Stone,Should Trees Have Standing,,Forests rivers and nature deserve legal rights too,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1970s,Knowledge,high
Christopher D. Stone,Legal Rights for Natural Objects,,Guardians could litigate on behalf of natural entities,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1970s,Knowledge,high
Gro Harlem Brundtland,Sustainable Development Law,,Development must meet present needs without harming future generations,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1980s,DB,high
Gro Harlem Brundtland,Our Common Future (Brundtland Report),,Landmark report defining and globalizing sustainable development,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1980s,Knowledge,high
Gro Harlem Brundtland,Intergenerational Equity,,Present generations hold the planet in trust for descendants,LAW,"Environmental, Climate & Anthropocene Law",A. Environmental Law & Sustainable Development,1980s,Knowledge,med
Jack Donnelly,Universalism vs. Relativism (Human Rights Law),,Human rights are universal yet culturally contested in practice,LAW,International & Human Rights Law,B. Human Rights Theory (Universalism/Indivisibility),1980s,DB,high
Jack Donnelly,Human Rights as Universal,,All persons hold rights simply by being human,LAW,International & Human Rights Law,B. Human Rights Theory (Universalism/Indivisibility),1980s,Knowledge,high
Jack Donnelly,Relative Universality,,Human rights are universal but admit limited variation,LAW,International & Human Rights Law,B. Human Rights Theory (Universalism/Indivisibility),2000s,Knowledge,high
Ruti G. Teitel,Transitional Justice Theory,,Law mediates societies' shift from repression to democracy,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,1990s,DB,high
Ruti G. Teitel,Transitional Jurisprudence,,Justice norms adapt to extraordinary periods of political transition,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,1990s,Knowledge,high
Ruti G. Teitel,Genealogy of Transitional Justice,,Transitional justice evolved across distinct historical phases,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,2000s,Knowledge,med
Peter Brooks,Law as Narrative Theory,,Legal judgment relies on storytelling and narrative form,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,1990s,DB,high
Peter Brooks,Narrative Transmission in Law,,Confessions and pleadings work through narrative persuasion,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,2000s,Knowledge,high
Peter Brooks,Troubling Confessions,,Law's reliance on confession carries coercive narrative dangers,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,2000s,Knowledge,med
Robert Cover,Law as Narrative Theory,,Law lives within narratives that give norms meaning,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,1980s,DB,high
Robert Cover,Nomos and Narrative,nomos,Every legal order inhabits a normative narrative universe,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,1980s,Knowledge,high
Robert Cover,Violence and the Word,,Legal interpretation is inseparable from organized state violence,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,1980s,Knowledge,high
Robert Cover,Jurisgenesis,,Communities continually generate law through shared normative commitment,LAW,"Law, Social Movements & Narrative",B. Law & Literature / Legal Storytelling,1980s,Knowledge,med
Juan F. Perea,LatCrit Theory,,Examines law's effects on Latino identity and subordination,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,DB,high
Juan F. Perea,Black-White Binary Paradigm,,Race discourse wrongly reduces to a Black-White binary,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,high
Juan F. Perea,Language Rights and Discrimination,,Law marginalizes Latinos through language-based discrimination,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,med
Robert S. Chang,AsianCrit Theory,,Centers Asian American experience in legal race analysis,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,DB,high
Robert S. Chang,Nativistic Racism,,Asian Americans face racism framed as perpetual foreignness,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,high
Robert S. Chang,Toward an Asian American Legal Scholarship,,Founding call for distinct Asian American legal critique,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,med
Robert A. Williams Jr.,TribalCrit Theory,,Centers colonization and indigenous sovereignty in legal analysis,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,DB,high
Robert A. Williams Jr.,Discourses of Conquest,,Western law historically justified the conquest of indigenous peoples,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,high
Robert A. Williams Jr.,American Indian in Western Legal Thought,,Traces racist legal doctrines applied to Native nations,LAW,Critical Legal Studies & Critical Race Theory,B. Critical Race Theory & Offshoots (LatCrit/AsianCrit/TribalCrit),1990s,Knowledge,med
Kenneth L. Karst,Law as a Tool for Change Theory,,Equal citizenship is the constitution's core organizing principle,LAW,"Law, Social Movements & Narrative",A. Law as a Tool/Site of Struggle,1970s,DB,high
Kenneth L. Karst,Equal Citizenship Principle,,The Fourteenth Amendment guarantees equal respected citizenship,LAW,"Law, Social Movements & Narrative",A. Law as a Tool/Site of Struggle,1970s,Knowledge,high
Kenneth L. Karst,Belonging to America,,Constitutional equality means full belonging in the community,LAW,"Law, Social Movements & Narrative",A. Law as a Tool/Site of Struggle,1980s,Knowledge,med
Amy Kapczynski,Law and Political Economy (LPE),,Law constitutes markets and distributes power not just efficiency,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2010s,DB,high
Amy Kapczynski,Information and Intellectual Property Politics,,IP law allocates power over knowledge and access,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2010s,Knowledge,high
Amy Kapczynski,Access to Knowledge Movement,,Reframes IP around public access and human rights,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2000s,Knowledge,med
David Singh Grewal,Law and Political Economy (LPE),,Recovers political economy critique within legal scholarship,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2010s,DB,high
David Singh Grewal,Network Power,,Standards gaining users compel adoption eroding real choice,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2000s,Knowledge,high
David Singh Grewal,Invention of the Economy,,Traces how the self-regulating market became naturalized,LAW,Law and Economics,C. Law & Political Economy (LPE) / Neoliberalism,2010s,Knowledge,med
Bronislaw Malinowski,Customary Law Theory,,Reciprocity and obligation enforce order in stateless societies,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C,DB,high
Bronislaw Malinowski,Reciprocity as Social Binding,,Mutual obligation not coercion sustains primitive legal order,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C,Knowledge,high
Bronislaw Malinowski,Functionalism,,Institutions exist to satisfy basic human biological needs,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C,Knowledge,high
Bronislaw Malinowski,Participant Observation,,Anthropologists understand culture by living within it,LAW,Law and Society & Sociology of Law,"C. Legal Pluralism, Anthropology & Postcolonial Orders",20C,Knowledge,high
Susan Bandes,Law and Emotion Theory,,Emotion pervades and legitimately shapes legal judgment,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,2000s,DB,high
Susan Bandes,The Passions of Law,,Founding collection mapping emotion's role across law,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,1990s,Knowledge,high
Susan Bandes,Empathy and Remorse in Law,,Legal judgments rest on contested readings of remorse,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,2000s,Knowledge,med
Edward W. Soja,Spatial Justice (Legal),,Justice has an inherently spatial geographical dimension,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",2010s,DB,high
Edward W. Soja,Thirdspace,,A lived space combining real and imagined dimensions,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",1990s,Web,high
Edward W. Soja,Socio-Spatial Dialectic,,Society shapes space while space reshapes society reciprocally,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",1980s,Web,high
Edward W. Soja,Postmetropolis,,Restructured postmodern city of fragmented unequal urban geographies,LAW,Legal History & Historical Jurisprudence,"C. Microhistory, Memory & Legal Geography",2000s,Web,med
Martha Minow,Anti-Ableism in Law Theory,,Law must dismantle norms that disadvantage disabled people,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,DB,high
Martha Minow,Dilemma of Difference,,Treating or ignoring difference can both reproduce inequality,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Relational Approach to Rights,,Rights arise from social relationships not isolated individuals,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Making All the Difference,,Inclusion requires confronting how exclusion is socially constructed,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C,Knowledge,high
Martha Minow,Between Vengeance and Forgiveness,,Post-atrocity societies navigate justice between revenge and reconciliation,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),20C-21C,Knowledge,high
Martha Minow,Forgiveness and the Law,,Law can create space for mercy and second chances,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),21C,Knowledge,high
Patricia Ewick,Legal Consciousness Theory,,How ordinary people experience and interpret law in everyday life,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Patricia Ewick,The Common Place of Law,,Everyday narratives reveal law's ordinary presence and power,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Patricia Ewick,Before/With/Against the Law,,"Three orientations: deferential, instrumental, and resistant to legality",LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Patricia Ewick,Narrative and Legality,,Storytelling constitutes and contests legal meaning,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,med
Susan S. Silbey,Legal Consciousness Theory,,How law is lived and reproduced in everyday social practice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Susan S. Silbey,The Common Place of Law,,Schemas and resources through which legality becomes commonplace,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Susan S. Silbey,Legality as Cultural Schema,,Legality is a durable structure of meaning and resources,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Susan S. Silbey,Hegemony and the Reproduction of Law,,Everyday resistance paradoxically sustains law's authority,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,med
Susan S. Silbey,Regulatory Compliance and Audit Culture,,Studies how organizations enact safety and regulation,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,21C,Knowledge,med
Owen D. Jones,NeuroLaw Theory,,Neuroscience reshapes legal questions of behavior and responsibility,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,DB,high
Owen D. Jones,Law and Behavioral Biology,,Evolutionary biology illuminates why legal subjects behave as they do,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,high
Owen D. Jones,Time-Shifted Rationality,,Law confronts mismatches between evolved drives and modern incentives,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,med
Owen D. Jones,MacArthur Foundation Research Network on Law and Neuroscience,,Coordinated empirical brain research applied to legal doctrine,LAW,"Law, Psychology, Neuroscience & Emotion",B. NeuroLaw & Free Will,21C,Knowledge,med
Drucilla Cornell,Deconstruction (Legal),,Derridean deconstruction applied to ethics justice and law,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,DB,high
Drucilla Cornell,The Philosophy of the Limit,,Deconstruction names the ethical limit that opens justice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C,Knowledge,high
Drucilla Cornell,The Imaginary Domain,,A protected space for freely reimagining sexual and personal identity,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Drucilla Cornell,Ethical Feminism,,Feminism grounded in irreducible difference and equivalent rights,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,20C-21C,Knowledge,high
Drucilla Cornell,uBuntu and Dignity,,African ubuntu offers a relational basis for transformative justice,LAW,Jurisprudence & Legal Philosophy,C. Post-Structuralist & Continental Legal Philosophy,21C,Knowledge,med
Mia Mingus,Transformative Justice (Legal),,Addressing harm without relying on punitive state systems,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,DB,high
Mia Mingus,Disability Justice,,Liberation centering disabled people of color and interdependence,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,high
Mia Mingus,Pods and Pod Mapping,,Building accountable support networks for community responses to harm,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,high
Mia Mingus,Access Intimacy,,The felt ease when access needs are deeply understood,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,21C,Knowledge,med
Terry L. Turnipseed,Affective Jurisprudence,,Emotion and feeling inform legal reasoning and judgment,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,DB,med
Terry L. Turnipseed,Spousal Property Rights at Death,,Critiques forced-share and elective-share inheritance protections,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,Web,med
Terry L. Turnipseed,Eminent Domain and Takings,,Scholarship on property seizure limits after Kelo,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,21C,Web,med
Robert F. Schopp,Law and Childhood Development Theory,,How developmental capacity bears on legal responsibility,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",21C,DB,med
Robert F. Schopp,Integrated Theory of Mental Health Law,,Unifying competence condemnation and commitment in one framework,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,high
Robert F. Schopp,Justification Defenses and Just Convictions,,Analyzes excuse and justification in criminal responsibility,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,med
Robert F. Schopp,Automatism and Criminal Responsibility,,Examines when impaired agency negates legal blame,LAW,Applied & Public-Welfare Law,"C. Migration, Childhood & Vulnerable Populations",20C-21C,Web,med
Thomas Berry,Rights of Nature Theory (Legal),,Nature holds intrinsic legal standing and rights,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,DB,high
Thomas Berry,The Great Work,,Humanity's task is a mutually enhancing Earth-human relationship,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,high
Thomas Berry,Earth Jurisprudence,,A legal philosophy rooted in Earth's ecological community,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,high
Thomas Berry,The Universe Story,,Cosmic evolution as a sacred narrative orienting human ethics,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C,Knowledge,high
Thomas Berry,Ecozoic Era,,A proposed age of human-Earth communion and balance,LAW,"Environmental, Climate & Anthropocene Law","C. Rights of Nature, Anthropocene & Animal Law",20C-21C,Knowledge,med
Benedict Kingsbury,Global Administrative Law Theory,,Accountability norms governing transnational regulatory bodies,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,DB,high
Benedict Kingsbury,Inter-Public Law,,Law structuring relations among diverse public authorities,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
Benedict Kingsbury,Indirect Power and Global Governance,,Standards and indicators exercise authority beyond states,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
Benedict Kingsbury,Concept of Law in a Global Legal Pluralism,,Reframes legality across overlapping international regimes,LAW,Constitutional Theory & Public Law,C. Administrative Law & Public Governance,21C,Knowledge,med
